text.id;text.date;text.length;text.lengthw;text.duration;text.durations;text.speed;text.speedwm;text.delivery;text.topic;text.topicspec;text.type;text.comments;speaker.name;speaker.gender;speaker.country;speaker.native;speaker.politfunc;speaker.politgroup;st.language;st.length;st.lengthw;st.duration;st.durations;st.speed;st.speedwm;st.delivery;interpreter.gender;interpreter.native;s.id;s.video;s.text;interpreter.id;st.gender;st.native;event.id;lang;mode
0001en_sp_st;17-01-11;short;232;short;76;high;182.7;read;Politics;Order of business;EN spoken sources;;Tavares Rui;M;Portugal;n;MEP;GUE-NGL;;;;;;;;;;;12;http://amelia.sslmit.unibo.it/video/video.php?id=0001en_sp_st&start=01:18.7&end=01:22.2;So, I ask you to remove Brazil from the agenda of the urgencies.;;;;0001;en;sp
0001en_sp_st;17-01-11;short;232;short;76;high;182.7;read;Politics;Order of business;EN spoken sources;;Tavares Rui;M;Portugal;n;MEP;GUE-NGL;;;;;;;;;;;13;http://amelia.sslmit.unibo.it/video/video.php?id=0001en_sp_st&start=01:22.2&end=01:23.4;Thank you.;;;;0001;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;15;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=00:14.8&end=00:16.5;Thank you very much Mr President.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;16;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=00:17.0&end=00:26.0;Mr President, honourable members, the recent popular uprising in Tunisia is unprecedented in the modern history of the country.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;17;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=00:27.2&end=00:41.0;On the 17 December, a young university graduate set himself on fire out of sheer desperation after police seized the fruits and vegetables that he was selling for a living.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;18;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=00:41.7&end=00:50.9;Less than a month later, nationwide protests have brought about the definitive departure of President Ben Ali.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;19;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=00:52.0&end=01:00.2;The European Union has condemned the violence of the repression during the last days of the regime.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;20;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:00.9&end=01:04.9;As I speak, the security situation remains precarious.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;21;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:05.2&end=01:08.6;Looting and violence are still reported.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;22;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:09.2&end=01:20.1;Tunisia remains in a very delicate phase, although first news about formation of national unity government are just coming in.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;23;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:21.0&end=01:27.8;Despite some uncertainty, the message of the Tunisian people is loud and clear:;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;24;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:28.4&end=01:35.8;Tunisia wants to be a stable democracy in full respect of fundamental rights and freedoms.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;25;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:35.8&end=01:40.7;It wants free and fair, inclusive elections.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;26;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:40.7&end=01:47.6;They want to write a new page in their history and we want to support them in this endeavour.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;27;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:48.3&end=01:58.9;The respect of the Constitution and the steps taken, as we speak, to bring together a national solidarity government, go in the right direction.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;28;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=01:59.3&end=02:02.4;Of course, this is only a start.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;29;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=02:03.4&end=02:15.6;The European Union has never ceased to remind Tunisia of its international obligations in the field of human rights and fundamental freedoms.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;30;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=02:16.5&end=02:37.7;Ever since the start of my term, ever since my hearing before this House, in fact, I have repeated that enhanced status clearly meant enhanced commitments in all areas of our relationship, including fundamental freedoms and human rights.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;31;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=02:39.5&end=02:51.1;I have stressed in all meetings with the Tunisian authorities, on behalf of the European Commission, that they had to deliver on their democratic and human rights commitments.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;32;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=02:51.5&end=03:17.9;At the very first session of negotiations on the action plan for status avancé, I insisted personally, in unprecedented and the clearest way, that any use of new Article 61 bis of the Penal Code would be seen by us as incompatible with status avancé and with our shared values.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;33;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=03:19.2&end=03:37.2;And, by the way, if there were still sceptics on both sides who thought that these values were only shared in theory, they should listen again and again to the voice of the Tunisian streets over the last days and weeks.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;34;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=03:37.8&end=03:44.2;What was this if not a solemn demand for democracy and for more economic justice?;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;35;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=03:45.0&end=03:58.2;As Catherine Ashton and I stated this morning, the European Union stands ready to support a truly inclusive electoral process with appropriate guarantees.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;36;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=03:58.8&end=04:10.4;We hope its modalities can be announced as soon as... possible, once the national unity government has been shaped and starts its work.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;37;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=04:11.3&end=04:22.9;We are ready to provide immediate assistance to prepare and organise the electoral process, as well as lasting support to a genuine democratic transition.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;38;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=04:23.4&end=04:43.1;We are also working on a broader package to assist, as soon as the situation stabilises, with, among others, economic development, close attention to the social problems faced by Tunisia's youth, or consolidating the rule of law and the judiciary.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;39;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=04:43.9&end=04:51.9;And we will, of course, continue consulting closed with this House and with our Member States on this process.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;40;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=04:52.5&end=05:17.4;Mr President, honourable members, the European Neighbourhood Policy is based on essential values shared by the European Union and its partners: democracy, human rights and open market economy, in order to build together a shared area of democracy, stability and prosperity.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;41;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=05:18.0&end=05:31.0;European Commission has always stressed that these values were an essential component of our neighbourhood policy, both towards our southern and our eastern neighbours.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;42;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=05:32.1&end=06:05.6;With its strong middle class, high level of education, closeness to Europe and overall moderation, Tunisia is well placed to take the leap towards democracy that people have now asked for with such force and courage, and I think everybody should agree that the European Union also has a strong interest in a democratic, prosperous and stable Tunisia.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;43;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=06:06.1&end=06:16.1;We have a long-standing and robust relationship with Tunisia, intense links among our peoples and our business communities.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;44;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=06:17.1&end=06:40.0;It is a high representative Vice-President and mine ambition that we can now strengthen our bilateral relations based on new commitments by our partners on governance, respect of the rule, of law and fundamental freedoms, as well as economic and social reforms.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;45;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=06:40.0&end=06:47.6;We will do our utmost to help the Tunisian people to turn its aspiration into reality.;;;;0002;en;sp
0002en_sp_st;17-01-11;medium;735;long;398;low;110.8;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Füle Stefan;M;Czech Republic;n;European Commission;;;;;;;;;;;;46;http://amelia.sslmit.unibo.it/video/video.php?id=0002en_sp_st&start=06:47.6&end=06:48.7;Thank you very much.;;;;0002;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;48;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:07.7&end=00:09.0;Excuse me.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;49;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:09.0&end=00:24.9;Thank you President, Commissioner Füle, colleagues, I would like to congratulate the Tunisian people for their bravery, courage and persistence to speak up for opportunities and freedom, and I hope all can refrain from using violence and that there will be free and fair elections soon.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;50;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:25.4&end=00:30.4;Citizens spoke out against a repressive regime which used bullets and killed its youth.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;51;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:30.7&end=00:39.0;Only weak governments go to such lengths to go and preserve their artificially obtained corrupt power and wealth.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;52;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:40.5&end=00:50.2;Regimes derive their legitimacy from providing for the well-being of their citizens, not by closing universities and access to information and free communications.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;53;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=00:51.5&end=01:00.4;In access to information, the opposition used the Internet, and the Internet is becoming more and more important for peaceful opposition across the world.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;54;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:00.4&end=01:15.3;I learned about the uprising of the citizens' movement in Tunisia throughout the Internet and eyewitness accounts that were posted there and it took about a month of the struggle before mainstream media and political leadership woke up to the realities of the street.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;55;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:15.6&end=01:25.1;In the same week, last week, the French Minister for Foreign Affairs offered help to the Tunisian government in the form of riot police and assistance in the police.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;56;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:25.1&end=01:31.8;What is the Commission's response to this offer and where was the help for citizens in support of their rights?;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;57;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:32.6&end=01:43.5;The confrontation between the Tunisian government and its people took place as much on the streets as it did on the virtual highways, the Internet.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;58;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:43.6&end=01:58.7;The Tunisian government has been known, or was known, as being among the most advanced in the use of filtering and censoring software, and over the past month, it spared no efforts to repress people through these technologies.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;59;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=01:58.7&end=02:03.6;Repressive regimes across the world continue to use technologies to silence the free word.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;60;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:04.1&end=02:08.1;Today, it's Martin Luther King Day and Martin Luther King said:;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;61;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:08.1&end=02:11.5;"""A time comes when silence becomes betrayal"".";;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;62;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:11.5&end=02:15.4;Commissioner Füle, that time has long bec- beca- ehm arrived.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;63;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:16.3&end=02:24.2;The US, the United States have lost significantly in their credibility in their fight in leadership for Internet freedom.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;64;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:24.8&end=02:31.2;The EU has a struggle still coming up, about which we will speak tonight with the upcoming Hungarian laws.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;65;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:32.0&end=02:46.4;But the young, freedom-loving generation across the world is looking towards the symbolic example that Tunisia gave and is looking towards the EU for support, and there's no reason why we should not lead in defending people's freedoms, including on the Internet.;;;;0003;en;sp
0003en_sp_st;17-01-11;medium;411;medium;159;medium;155.1;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Schaake Marietje;F;Netherlands;n;MEP;ALDE;;;;;;;;;;;66;http://amelia.sslmit.unibo.it/video/video.php?id=0003en_sp_st&start=02:46.4&end=02:47.1;Thank you.;;;;0003;en;sp
0004en_sp_st;17-01-11;medium;343;medium;123;high;167.3;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Tannock Charles;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;68;http://amelia.sslmit.unibo.it/video/video.php?id=0004en_sp_st&start=00:06.2&end=00:14.4;President, the upheaval in Tunisia is undoubtedly a reflection of people's frustration at the country's political and relative economic stagnation.;;;;0004;en;sp
0004en_sp_st;17-01-11;medium;343;medium;123;high;167.3;read;Politics;Statement by the President of the European Parliament on the situation in Tunisia;EN spoken sources;;Tannock Charles;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;69;http://amelia.sslmit.unibo.it/video/video.php?id=0004en_sp_st&start=00:14.4&end=00:22.5;The flagrant corruption and wealth of the ruling family elite contrasted sharply with the high levels of poverty and unemployment amongst ordinary people.;;;;0004;en;sp
